orig_no,taxon_no,record_type,flags,taxon_rank,taxon_name,common_name,difference,accepted_no,accepted_rank,accepted_name,parent_no,container_no,reference_no,is_extant,n_occs,early_interval,late_interval,taxon_size,extant_size,phylum,class,order,family,genus,type_taxon,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
368432,368433,txn,NA,species,Anas fulvigula,mottled duck,NA,368432,species,Anas fulvigula,67686,NA,65172,extant,5,Middle Pleistocene,Late Pleistocene,1,1,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,freshwater,Anatinae,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
161481,161481,txn,NA,species,Anas schneideri,NA,NA,161481,species,Anas schneideri,67686,NA,31545,extinct,1,Late Pleistocene,NA,1,0,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,freshwater,Anatinae,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
369437,369438,txn,NA,species,Bucephala islandica,Barrow's goldeneye,NA,369437,species,Bucephala islandica,83457,NA,65172,extant,1,Late Pleistocene,NA,1,1,Chordata,Aves,Anseriformes,Anatidae,Bucephala,NA,freshwater,Anatinae,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
146034,146034,txn,NA,species,Branta woolfendeni,NA,NA,146034,species,Branta woolfendeni,83426,NA,29781,extinct,1,Langhian,Serravallian,1,0,Chordata,Aves,Anseriformes,Anatidae,Branta,NA,freshwater,Anserinae,actively mobile,volant,NA,"folivore, granivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
289518,367973,txn,NA,species,Aix sponsa,wood duck,NA,289518,species,Aix sponsa,289517,NA,12782,extant,12,Pleistocene,Holocene,1,1,Chordata,Aves,Anseriformes,Anatidae,Aix,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
369081,369086,txn,NA,species,Cairina moschata,muscovy duck,NA,369081,species,Cairina moschata,369083,NA,12782,extant,2,Late Pleistocene,Holocene,1,1,Chordata,Aves,Anseriformes,Anatidae,Cairina,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
336214,336214,txn,NA,species,Chelychelynechen quassus,NA,NA,336214,species,Chelychelynechen quassus,336213,NA,57999,extinct,1,Holocene,NA,1,0,Chordata,Aves,Anseriformes,Anatidae,Chelychelynechen,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
142718,142718,txn,NA,species,Chendytes lawi,Law's diving-goose,NA,142718,species,Chendytes lawi,142717,NA,41318,extinct,28,Pleistocene,Holocene,1,0,Chordata,Aves,Anseriformes,Anatidae,Chendytes,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
129152,129153,txn,NA,species,Oxyura jamaicensis,Ruddy duck,NA,129152,species,Oxyura jamaicensis,129151,NA,27720,extant,10,Middle Pleistocene,Holocene,1,1,Chordata,Aves,Anseriformes,Anatidae,Oxyura,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
321730,321730,txn,NA,species,Oxyura zapatanima,NA,NA,321730,species,Oxyura zapatanima,129151,NA,55473,extinct,1,Pleistocene,NA,1,0,Chordata,Aves,Anseriformes,Anatidae,Oxyura,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
347423,347423,txn,NA,species,Protomelanitta bakeri,NA,NA,347423,species,Protomelanitta bakeri,347422,NA,60736,extinct,1,Serravallian,Tortonian,1,0,Chordata,Aves,Anseriformes,Anatidae,Protomelanitta,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
373574,373575,txn,NA,species,Ortalis vetula,Plain chachalaca,NA,373574,species,Ortalis vetula,83490,NA,65172,extant,1,Holocene,NA,1,1,Chordata,Aves,Galliformes,Cracidae,Ortalis,NA,terrestrial,Cracidae,actively mobile,volant,NA,frugivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
368513,368514,txn,NA,species,Callipepla douglasii,elegant quail,NA,368513,species,Callipepla douglasii,291634,NA,65172,extant,1,Middle Pleistocene,Late Pleistocene,1,1,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
369179,369180,txn,NA,species,Cyrtonyx montezumae,Montezuma quail,NA,369179,species,Cyrtonyx montezumae,161740,NA,65172,extant,2,Late Pleistocene,Holocene,1,1,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,NA,terrestrial,Theropoda,actively mobile,volant,NA,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
290684,290684,txn,NA,species,Agriocharis anza,NA,NA,290684,species,Agriocharis anza,290682,NA,65054,extinct,2,Calabrian,Middle Pleistocene,1,0,Chordata,Aves,Galliformes,Phasianidae,Agriocharis,NA,terrestrial,Phasianidae,actively mobile,volant,NA,granivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
290683,290683,txn,NA,species,Agriocharis progenes,NA,NA,290683,species,Agriocharis progenes,290682,NA,50556,extinct,1,Pliocene,Calabrian,1,0,Chordata,Aves,Galliformes,Phasianidae,Agriocharis,NA,terrestrial,Phasianidae,actively mobile,volant,NA,granivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
432130,432130,txn,NA,species,Meleagris crassipes,NA,NA,432130,species,Meleagris crassipes,39341,NA,75140,extinct,2,Calabrian,Late Pleistocene,1,0,Chordata,Aves,Galliformes,Phasianidae,Meleagris,NA,terrestrial,Phasianidae,actively mobile,volant,NA,granivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
372035,372036,txn,NA,species,Cypseloides niger,black swift,NA,372035,species,Cypseloides niger,39425,NA,65172,extant,1,Holocene,NA,1,1,Chordata,Aves,Caprimulgiformes,Apodidae,Cypseloides,NA,terrestrial,Apodidae,actively mobile,volant,NA,insectivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
372016,372018,txn,NA,species,Chlorostilbon swainsonii,Hispaniolan emerald,NA,372016,species,Chlorostilbon swainsonii,372017,NA,65172,extant,1,Holocene,NA,1,1,Chordata,Aves,Caprimulgiformes,Trochilidae,Chlorostilbon,NA,terrestrial,Trochilidae,actively mobile,volant,NA,frugivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
369334,369336,txn,NA,species,Calcarius lapponicus,lapland longspur,NA,369334,species,Calcarius lapponicus,369335,NA,12782,extant,1,Calabrian,Late Pleistocene,1,1,Chordata,Aves,Passeriformes,Calcariidae,Calcarius,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
368383,368385,txn,NA,species,Pheucticus melanocephalus,black-headed grosbeak,NA,368383,species,Pheucticus melanocephalus,368384,NA,65172,extant,4,Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
83494,83494,txn,NA,species,Corvus ossifragus,fish crow,NA,83494,species,Corvus ossifragus,39446,NA,18140,extant,9,Pliocene,Pleistocene,1,1,Chordata,Aves,Passeriformes,Corvidae,Corvus,NA,terrestrial,Corvidae,actively mobile,volant,NA,omnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
129838,365953,txn,NA,species,Pica pica,Eurasian magpie,NA,129838,species,Pica pica,93747,NA,12782,extant,7,Calabrian,Holocene,1,1,Chordata,Aves,Passeriformes,Corvidae,Pica,NA,terrestrial,Corvidae,actively mobile,volant,NA,omnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
105679,105679,txn,NA,species,Protocitta ajax,NA,NA,105679,species,Protocitta ajax,105678,NA,25097,extinct,1,Pliocene,Calabrian,1,0,Chordata,Aves,Passeriformes,Corvidae,Protocitta,NA,terrestrial,Corvidae,actively mobile,volant,NA,omnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
372043,372043,txn,NA,species,Loxia megaplaga,Hispaniolan crossbill,NA,372043,species,Loxia megaplaga,161534,NA,65172,extant,1,Holocene,NA,1,1,Chordata,Aves,Passeriformes,Fringillidae,Loxia,NA,terrestrial,Fringillidae,actively mobile,volant,NA,granivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
369251,369252,txn,NA,species,Tachycineta bicolor,tree swallow,NA,369251,species,Tachycineta bicolor,290113,NA,65172,extant,2,Calabrian,Late Pleistocene,1,1,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,NA,terrestrial,Hirundinidae,actively mobile,volant,NA,insectivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
428639,428640,txn,NA,species,Icterus bullockii,Bullock's oriole,NA,428639,species,Icterus bullockii,145636,NA,65172,extant,3,Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Icteridae,Icterus,NA,terrestrial,Icteridae,actively mobile,volant,NA,"insectivore, frugivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
289717,289717,txn,NA,species,Quiscalus major,boat-tailed grackle,NA,289717,species,Quiscalus major,133809,NA,50337,extant,1,Late Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,NA,terrestrial,Icteridae,actively mobile,volant,NA,"insectivore, frugivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
290138,290138,txn,NA,species,Lanius ludovicianus,loggerhead shrike,NA,290138,species,Lanius ludovicianus,290136,NA,50473,extant,6,Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Laniidae,Lanius,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
133792,133793,txn,NA,species,Dumetella carolinensis,gray catbird,NA,133792,species,Dumetella carolinensis,133789,NA,28198,extant,3,Calabrian,Holocene,1,1,Chordata,Aves,Passeriformes,Mimidae,Dumetella,NA,terrestrial,Mimidae,actively mobile,volant,NA,insectivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
414916,414917,txn,NA,species,Oreoscoptes montanus,sage thrasher,NA,414916,species,Oreoscoptes montanus,414915,NA,31036,extant,5,Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Mimidae,Oreoscoptes,NA,terrestrial,Mimidae,actively mobile,volant,NA,insectivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
129842,368171,txn,NA,species,Toxostoma rufum,brown thrasher,NA,129842,species,Toxostoma rufum,129840,NA,12782,extant,4,Calabrian,Late Pleistocene,1,1,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,NA,terrestrial,Mimidae,actively mobile,volant,NA,insectivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
289507,368104,txn,NA,species,Oreothlypis celata,orange-crowned warbler,NA,289507,species,Oreothlypis celata,368103,NA,65172,extant,4,Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Parulidae,Oreothlypis,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
372079,372080,txn,NA,species,Seiurus aurocapilla,ovenbird,NA,372079,species,Seiurus aurocapilla,369276,NA,65172,extant,2,Late Pleistocene,Holocene,1,1,Chordata,Aves,Passeriformes,Parulidae,Seiurus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
369277,369279,txn,NA,species,Setophaga coronata,yellow-rumped warbler,NA,369277,species,Setophaga coronata,369278,NA,65172,extant,4,Pleistocene,Holocene,1,1,Chordata,Aves,Passeriformes,Parulidae,Setophaga,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
129855,368161,txn,NA,species,Melospiza melodia,song sparrow,NA,129855,species,Melospiza melodia,129853,NA,27720,extant,12,Pleistocene,Holocene,1,1,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
129850,368098,txn,NA,species,Zonotrichia albicollis,white-throated sparrow,NA,129850,species,Zonotrichia albicollis,129849,NA,27720,extant,4,Calabrian,Late Pleistocene,1,1,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
428648,428649,txn,NA,species,Zonotrichia atricapilla,golden-crowned sparrow,NA,428648,species,Zonotrichia atricapilla,129849,NA,65172,extant,3,Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
372395,372396,txn,NA,species,Xenoligea montana,white-winged warbler,NA,372395,species,Xenoligea montana,372393,NA,65172,extant,1,Late Pleistocene,Holocene,1,1,Chordata,Aves,Passeriformes,Phaenicophilidae,Xenoligea,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
372391,372392,txn,NA,species,Polioptila caerulea,blue-gray gnatcatcher,NA,372391,species,Polioptila caerulea,372389,NA,65172,extant,1,Late Pleistocene,Holocene,1,1,Chordata,Aves,Passeriformes,Polioptilidae,Polioptila,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
129839,129839,txn,NA,species,Sitta canadensis,red-breasted nuthatch,NA,129839,species,Sitta canadensis,39449,NA,27720,extant,4,Late Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Sittidae,Sitta,NA,terrestrial,Sittidae,actively mobile,volant,NA,insectivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
372401,372401,txn,NA,species,Melopyrrha latirostris,NA,NA,372401,species,Melopyrrha latirostris,372400,NA,66114,extinct,6,Late Pleistocene,Holocene,1,0,Chordata,Aves,Passeriformes,Thraupidae,Melopyrrha,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
428665,428666,txn,NA,species,Ixoreus naevius,varied thrush,NA,428665,species,Ixoreus naevius,428664,NA,65172,extant,1,Late Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Turdidae,Ixoreus,NA,terrestrial,Turdidae,actively mobile,volant,NA,"insectivore, frugivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
186400,368170,txn,NA,species,Myadestes obscurus,omao,NA,186400,species,Myadestes obscurus,368167,NA,65172,extant,1,Late Pleistocene,NA,1,1,Chordata,Aves,Passeriformes,Turdidae,Myadestes,NA,terrestrial,Turdidae,actively mobile,volant,NA,"insectivore, frugivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
373617,373617,txn,NA,species,Myiodynastes luteiventris,sulphur-bellied flycatcher,NA,373617,species,Myiodynastes luteiventris,373616,NA,65172,extant,1,Holocene,NA,1,1,Chordata,Aves,Passeriformes,Tyrannidae,Myiodynastes,NA,terrestrial,Tyrannidae,actively mobile,volant,NA,"insectivore, frugivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
246698,246698,txn,NA,species,Pseudocrypturus cercanaxius,NA,NA,246698,species,Pseudocrypturus cercanaxius,134488,NA,42880,extinct,1,Ypresian,NA,1,0,Chordata,Aves,NO_ORDER_SPECIFIED,Lithornithidae,Pseudocrypturus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
137172,137173,txn,NA,species,Aiolornis incredibilis,NA,NA,137172,species,Aiolornis incredibilis,137169,NA,28662,extinct,1,Pliocene,Calabrian,1,0,Chordata,Aves,Cathartiformes,Cathartidae,Aiolornis,NA,terrestrial,Cathartidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
137171,137171,txn,NA,species,Cathartornis gracilis,NA,NA,137171,species,Cathartornis gracilis,39645,NA,28662,extinct,1,Late Pleistocene,NA,1,0,Chordata,Aves,Cathartiformes,Cathartidae,Cathartornis,NA,terrestrial,Cathartidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
289469,289469,txn,NA,species,Aizengyps toomeyae,NA,NA,289469,species,Aizengyps toomeyae,289468,NA,50310,extinct,1,Gelasian,Calabrian,1,0,Chordata,Aves,Cathartiformes,Cathartidae,Aizengyps,NA,terrestrial,Cathartidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
172902,172902,txn,NA,species,Palaeogyps prodromus,NA,NA,172902,species,Palaeogyps prodromus,172877,NA,1570,extinct,1,Priabonian,NA,1,0,Chordata,Aves,Cathartiformes,Cathartidae,Palaeogyps,NA,terrestrial,Cathartidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
289243,289243,txn,NA,species,Pliogyps charon,NA,NA,289243,species,Pliogyps charon,39651,NA,50262,extinct,1,Serravallian,Tortonian,1,0,Chordata,Aves,Cathartiformes,Cathartidae,Pliogyps,NA,terrestrial,Cathartidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
106306,106306,txn,NA,species,Megapaloelodus connectens,NA,NA,106306,species,Megapaloelodus connectens,39591,NA,50494,extinct,2,Burdigalian,Serravallian,1,0,Chordata,Aves,Phoenicopteriformes,Palaelodidae,Megapaloelodus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
118789,118777,txn,NA,species,Hesperornis crassipes,NA,NA,118789,species,Hesperornis crassipes,36620,NA,51337,extinct,1,Late Cretaceous,NA,1,0,Chordata,Aves,Hesperornithiformes,Hesperornithidae,Hesperornis,NA,marine,Hesperornithiformes,actively mobile,aquatic,NA,piscivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
118790,118790,txn,NA,species,Hesperornis gracilis,NA,NA,118790,species,Hesperornis gracilis,36620,NA,51337,extinct,1,Late Cretaceous,NA,1,0,Chordata,Aves,Hesperornithiformes,Hesperornithidae,Hesperornis,NA,marine,Hesperornithiformes,actively mobile,aquatic,NA,piscivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
371242,371242,txn,NA,species,Hesperornis lumgairi,NA,NA,371242,species,Hesperornis lumgairi,36620,NA,65855,extinct,1,Campanian,Maastrichtian,1,0,Chordata,Aves,Hesperornithiformes,Hesperornithidae,Hesperornis,NA,marine,Hesperornithiformes,actively mobile,aquatic,NA,piscivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
